"","cost","eff"
"1",130.982668769244,18.4237653180246
"2",120.473037660388,18.4252614697312
"3",166.604744735443,18.4187360770626
"4",130.830620299825,18.5821088756061
"5",131.134717238663,18.2654217604431
"6",128.627097884352,18.4233994581455
"7",131.767859064208,18.4238872713176
"8",129.653911021263,18.4239549546776
"9",132.311426517225,18.4235756813715
"10",121.594597769244,18.4237653180246
"11",144.364597769244,18.4237653180246
"12",118.948521935964,18.4237653180246
"13",136.219111535964,18.4237653180246
"14",129.463327585884,18.4237653180246
"15",133.824237985884,18.4237653180246
"16",129.996066813083,18.4403495081417
"17",131.969270725405,18.4071811279075
"18",117.439468769244,18.4237653180246
"19",206.539468769244,18.4237653180246
"20",118.181237493922,18.4653197891309
"21",143.784100044566,18.3822108469183
"22",130.824326189244,18.5821078980246
"23",131.299353929244,18.1070801580246
"24",143.814135021395,18.4219381043405
"25",124.073417710393,18.424749202316
"26",121.338048814956,18.4237653180246
"27",150.270812146454,18.4237653180246
"28",130.982668769244,18.4237653180246
"29",120.473037660388,18.4252614697312
"30",166.604744735443,18.4187360770626
"31",130.830620299825,18.5821088756061
"32",131.134717238663,18.2654217604431
"33",128.627097884352,18.4233994581455
"34",131.767859064208,18.4238872713176
"35",129.653911021263,18.4239549546776
"36",132.311426517225,18.4235756813715
"37",121.594597769244,18.4237653180246
"38",144.364597769244,18.4237653180246
"39",118.948521935964,18.4237653180246
"40",136.219111535964,18.4237653180246
"41",129.463327585884,18.4237653180246
"42",133.824237985884,18.4237653180246
"43",129.996066813083,18.4403495081417
"44",131.969270725405,18.4071811279075
"45",117.439468769244,18.4237653180246
"46",206.539468769244,18.4237653180246
"47",118.181237493922,18.4653197891309
"48",143.784100044566,18.3822108469183
"49",130.824326189244,18.5821078980246
"50",131.299353929244,18.1070801580246
"51",143.814135021395,18.4219381043405
"52",124.073417710393,18.424749202316
"53",121.338048814956,18.4237653180246
"54",150.270812146454,18.4237653180246
